communicationId,policyholderId,repId,channel,sentDate,subject
COM0431,PH222,REP009,SMS,2025-03-06,Policy Update
COM0432,PH223,REP004,PostalMail,2025-06-11,Renewal Reminder
COM0433,PH223,REP005,SMS,2025-04-07,Service Request Update
COM0434,PH224,REP015,PostalMail,2025-08-26,Renewal Reminder
COM0435,PH224,REP010,Email,2025-10-16,Service Request Update
COM0436,PH225,REP014,PostalMail,2025-01-19,Renewal Reminder
COM0437,PH225,REP016,PhoneCall,2025-04-01,Policy Update
COM0438,PH225,REP015,SMS,2025-12-19,Service Request Update
COM0439,PH226,REP004,Email,2025-08-22,Service Request Update
COM0440,PH226,REP010,Email,2025-07-27,Service Request Update
COM0441,PH227,REP010,Email,2025-05-17,Renewal Reminder
COM0442,PH228,REP002,Email,2025-04-18,Service Request Update
COM0443,PH228,REP013,Email,2025-10-19,Service Request Update
COM0444,PH229,REP009,PhoneCall,2025-11-09,Welcome Message
COM0445,PH229,REP014,SMS,2025-08-25,Policy Update
COM0446,PH230,REP006,PhoneCall,2025-04-01,Policy Update
COM0447,PH231,REP017,SMS,2025-05-16,Renewal Reminder
COM0448,PH231,REP015,SMS,2025-09-07,Policy Update
COM0449,PH232,REP010,PhoneCall,2025-04-23,Renewal Reminder
COM0450,PH233,REP007,SMS,2025-02-12,Payment Confirmation
COM0451,PH233,REP017,Email,2025-06-11,Welcome Message
COM0452,PH234,REP013,Email,2025-03-31,Renewal Reminder
COM0453,PH234,REP013,Email,2025-07-20,Renewal Reminder
COM0454,PH234,REP019,Email,2025-08-15,Service Request Update
COM0455,PH235,REP017,Email,2025-06-26,Payment Confirmation
COM0456,PH236,REP001,Email,2025-09-17,Renewal Reminder
COM0457,PH236,REP018,SMS,2025-11-28,Welcome Message
COM0458,PH237,REP017,PhoneCall,2025-02-03,Renewal Reminder
COM0459,PH237,REP016,Email,2025-07-10,Policy Update
COM0460,PH238,REP005,PostalMail,2025-05-11,Service Request Update
COM0461,PH239,REP004,Email,2025-01-11,Policy Update
COM0462,PH240,REP016,SMS,2025-06-22,Service Request Update
COM0463,PH240,REP015,PhoneCall,2025-12-09,Payment Confirmation
COM0464,PH241,REP018,PhoneCall,2025-06-14,Welcome Message
COM0465,PH242,REP008,Email,2025-01-19,Payment Confirmation
COM0466,PH242,REP010,SMS,2025-08-10,Policy Update
COM0467,PH243,REP002,Email,2025-07-29,Payment Confirmation
COM0468,PH243,REP008,SMS,2025-05-16,Welcome Message
COM0469,PH244,REP003,SMS,2025-03-23,Policy Update
COM0470,PH244,REP006,PostalMail,2025-07-29,Renewal Reminder
COM0471,PH244,REP017,PhoneCall,2025-04-16,Renewal Reminder
COM0472,PH245,REP001,Email,2025-01-30,Service Request Update
COM0473,PH245,REP008,Email,2025-10-13,Renewal Reminder
COM0474,PH246,REP019,PostalMail,2025-07-28,Renewal Reminder
COM0475,PH247,REP018,SMS,2025-12-30,Renewal Reminder
COM0476,PH248,REP013,Email,2025-05-04,Welcome Message
COM0477,PH248,REP001,PostalMail,2025-01-08,Policy Update
COM0478,PH248,REP007,Email,2025-03-26,Policy Update
COM0479,PH249,REP012,PhoneCall,2025-10-16,Policy Update
COM0480,PH250,REP019,SMS,2025-01-29,Service Request Update
COM0481,PH251,REP017,SMS,2025-02-26,Renewal Reminder
COM0482,PH251,REP012,PostalMail,2025-08-29,Payment Confirmation
COM0483,PH251,REP002,PostalMail,2025-03-24,Service Request Update
COM0484,PH252,REP002,Email,2025-06-10,Welcome Message
COM0485,PH252,REP004,PostalMail,2025-12-09,Service Request Update
COM0486,PH253,REP004,PostalMail,2025-12-21,Payment Confirmation
COM0487,PH254,REP007,PostalMail,2025-11-02,Welcome Message
COM0488,PH255,REP011,PostalMail,2025-01-23,Renewal Reminder
COM0489,PH256,REP009,PostalMail,2025-08-28,Policy Update
COM0490,PH257,REP002,Email,2025-07-29,Service Request Update
COM0491,PH257,REP020,SMS,2025-09-12,Service Request Update
COM0492,PH258,REP013,Email,2025-04-15,Service Request Update
COM0493,PH258,REP015,PhoneCall,2025-01-19,Policy Update
COM0494,PH259,REP017,Email,2025-02-02,Welcome Message
COM0495,PH260,REP005,Email,2025-10-19,Renewal Reminder
COM0496,PH261,REP014,Email,2025-01-13,Service Request Update
COM0497,PH261,REP017,PostalMail,2025-04-18,Renewal Reminder
COM0498,PH261,REP007,PostalMail,2025-01-29,Service Request Update
COM0499,PH262,REP005,SMS,2025-12-11,Payment Confirmation
COM0500,PH262,REP003,Email,2025-12-20,Welcome Message
COM0501,PH262,REP002,Email,2025-01-31,Renewal Reminder
COM0502,PH263,REP020,Email,2025-10-16,Welcome Message
COM0503,PH264,REP005,Email,2025-04-01,Welcome Message
COM0504,PH264,REP018,PhoneCall,2025-12-08,Welcome Message
COM0505,PH264,REP013,PhoneCall,2025-03-23,Renewal Reminder
COM0506,PH265,REP020,PostalMail,2025-12-01,Welcome Message
COM0507,PH265,REP016,SMS,2025-09-13,Welcome Message
COM0508,PH265,REP012,PhoneCall,2025-09-11,Policy Update
COM0509,PH266,REP009,PostalMail,2025-08-08,Service Request Update
COM0510,PH266,REP018,PostalMail,2025-12-25,Service Request Update
COM0511,PH267,REP014,PhoneCall,2025-08-13,Service Request Update
COM0512,PH267,REP007,Email,2025-12-31,Payment Confirmation
COM0513,PH267,REP008,Email,2025-01-11,Payment Confirmation
COM0514,PH268,REP020,Email,2025-07-23,Welcome Message
COM0515,PH268,REP016,PostalMail,2025-09-18,Welcome Message
COM0516,PH269,REP005,PostalMail,2025-10-15,Payment Confirmation
COM0517,PH269,REP015,SMS,2025-02-27,Policy Update
COM0518,PH269,REP016,SMS,2025-11-26,Welcome Message
COM0519,PH270,REP003,PostalMail,2025-06-20,Policy Update
COM0520,PH270,REP016,PostalMail,2025-04-25,Policy Update
COM0521,PH270,REP013,SMS,2025-05-18,Renewal Reminder
COM0522,PH271,REP009,SMS,2025-04-22,Payment Confirmation
COM0523,PH271,REP008,PostalMail,2025-05-27,Policy Update
COM0524,PH271,REP003,PhoneCall,2025-10-10,Service Request Update
COM0525,PH272,REP013,PostalMail,2025-04-01,Service Request Update
COM0526,PH272,REP012,SMS,2025-03-31,Policy Update
COM0527,PH272,REP008,PhoneCall,2025-04-06,Policy Update
COM0528,PH273,REP003,Email,2025-04-22,Renewal Reminder
COM0529,PH273,REP003,Email,2025-12-16,Welcome Message
COM0530,PH273,REP002,Email,2025-08-18,Policy Update
COM0531,PH274,REP003,Email,2025-04-16,Welcome Message
COM0532,PH274,REP003,SMS,2025-02-24,Welcome Message
COM0533,PH274,REP007,SMS,2025-01-28,Policy Update
COM0534,PH275,REP001,PostalMail,2025-05-11,Service Request Update
COM0535,PH275,REP019,PostalMail,2025-04-16,Renewal Reminder
COM0536,PH275,REP003,SMS,2025-02-02,Service Request Update
COM0537,PH276,REP009,SMS,2025-08-06,Policy Update
COM0538,PH276,REP010,SMS,2025-07-01,Payment Confirmation
COM0539,PH276,REP016,PostalMail,2025-11-23,Renewal Reminder
COM0540,PH277,REP016,SMS,2025-02-10,Payment Confirmation
COM0541,PH278,REP016,Email,2025-03-12,Welcome Message
COM0542,PH278,REP019,Email,2025-02-23,Policy Update
COM0543,PH278,REP006,PostalMail,2025-08-19,Welcome Message
COM0544,PH279,REP004,SMS,2025-07-31,Payment Confirmation
COM0545,PH280,REP007,PostalMail,2025-03-17,Payment Confirmation
COM0546,PH280,REP007,SMS,2025-10-24,Policy Update
COM0547,PH281,REP001,PhoneCall,2025-04-18,Policy Update
COM0548,PH282,REP010,PhoneCall,2025-12-24,Payment Confirmation
COM0549,PH283,REP018,PhoneCall,2025-02-24,Renewal Reminder
COM0550,PH283,REP018,PhoneCall,2025-12-09,Renewal Reminder
COM0551,PH283,REP007,Email,2025-10-09,Service Request Update
COM0552,PH284,REP020,SMS,2025-04-26,Service Request Update
COM0553,PH284,REP008,SMS,2025-07-27,Renewal Reminder
COM0554,PH284,REP018,Email,2025-01-17,Service Request Update
COM0555,PH285,REP014,PostalMail,2025-12-18,Policy Update
COM0556,PH286,REP005,Email,2025-06-27,Renewal Reminder
COM0557,PH286,REP011,PhoneCall,2025-11-12,Service Request Update
COM0558,PH287,REP019,SMS,2025-01-06,Renewal Reminder
COM0559,PH287,REP005,PhoneCall,2025-02-21,Payment Confirmation
COM0560,PH288,REP015,PhoneCall,2025-12-24,Payment Confirmation
COM0561,PH288,REP012,SMS,2025-11-02,Welcome Message
COM0562,PH288,REP009,SMS,2025-11-15,Policy Update
COM0563,PH289,REP004,Email,2025-02-23,Renewal Reminder
COM0564,PH290,REP018,PhoneCall,2025-10-17,Service Request Update
COM0565,PH290,REP002,Email,2025-09-08,Policy Update
COM0566,PH290,REP008,SMS,2025-07-18,Policy Update
COM0567,PH291,REP012,PhoneCall,2025-05-18,Welcome Message
COM0568,PH291,REP003,SMS,2025-04-08,Policy Update
COM0569,PH292,REP002,SMS,2025-10-03,Renewal Reminder
COM0570,PH292,REP019,PostalMail,2025-09-02,Payment Confirmation
COM0571,PH292,REP019,PhoneCall,2025-10-28,Welcome Message
COM0572,PH293,REP014,PhoneCall,2025-11-07,Renewal Reminder
COM0573,PH293,REP013,PhoneCall,2025-01-15,Welcome Message
COM0574,PH293,REP013,PhoneCall,2025-10-24,Payment Confirmation
COM0575,PH294,REP017,Email,2025-11-27,Service Request Update
COM0576,PH294,REP003,SMS,2025-04-18,Policy Update
COM0577,PH294,REP019,PostalMail,2025-09-28,Policy Update
COM0578,PH295,REP014,Email,2025-12-11,Payment Confirmation
COM0579,PH295,REP002,PostalMail,2025-05-02,Welcome Message
COM0580,PH296,REP012,Email,2025-09-17,Service Request Update
COM0581,PH296,REP008,PhoneCall,2025-03-30,Service Request Update
COM0582,PH296,REP010,PhoneCall,2025-10-06,Service Request Update
COM0583,PH297,REP014,PostalMail,2025-01-13,Policy Update
COM0584,PH298,REP007,PostalMail,2025-12-28,Service Request Update
COM0585,PH299,REP013,PostalMail,2025-06-03,Policy Update
COM0586,PH300,REP015,PostalMail,2025-05-03,Service Request Update
COM0587,PH300,REP004,Email,2025-12-13,Payment Confirmation
COM0588,PH300,REP014,PhoneCall,2025-05-31,Welcome Message
